IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NV_20161108_GEN_PRE_DEM_CLINTON,USA_NV_20161108_GEN_PRE_REP_TRUMP,USA_NV_20161108_GEN_PRE_LIB_JOHNSON,USA_NV_20161108_GEN_PRE_IND_CASTLE,USA_NV_20161108_GEN_PRE_NOP_FUENTE,USA_NV_20161108_GEN_PRE_OTH_OTHER,USA_NV_20161108_GEN_USS_DEM_CORTEZ,USA_NV_20161108_GEN_USS_REP_HECK,USA_NV_20161108_GEN_USS_IND_JONES,USA_NV_20161108_GEN_USS_NOP_SAWYER,USA_NV_20161108_GEN_USS_NOP_GUMINA,USA_NV_20161108_GEN_USS_NOP_WILLIAMS,USA_NV_20161108_GEN_USS_OTH_OTHER
0,_Clark,_4075,_004075,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4076,_004076,2,4,1,0,0,0,2,3,0,1,1,0,0
0,_Clark,_4304,_004304,690,205,22,3,3,18,659,183,15,5,11,8,47
0,_Clark,_4305,_004305,860,187,31,5,0,21,827,174,16,7,5,8,53
0,_Clark,_4306,_004306,845,161,13,1,0,21,786,165,6,12,7,8,40
0,_Clark,_4307,_004307,715,202,26,2,1,10,668,195,10,10,7,4,46
0,_Clark,_4309,_004309,551,59,11,3,2,9,509,52,4,6,7,9,34
0,_Clark,_4310,_004310,581,30,6,2,2,8,540,30,3,4,2,9,23
0,_Clark,_4381,_004381,380,76,11,4,3,4,350,70,8,7,7,4,22
0,_Clark,_4384,_004384,445,117,15,3,3,10,431,103,5,11,9,3,21
0,_Clark,_4387,_004387,838,120,18,5,8,21,770,118,7,10,9,7,54
0,_Clark,_4415,_004415,321,27,5,3,1,4,299,27,0,4,1,3,19
0,_Clark,_4434,_004434,30,46,4,0,0,1,32,37,2,0,1,2,7
0,_Clark,_4454,_004454,1,0,1,0,0,0,1,0,0,1,0,0,0
0,_Clark,_4461,_004461,777,64,8,4,1,18,708,68,7,8,4,8,43
0,_Clark,_4463,_004463,43,11,0,0,0,0,38,6,1,0,1,0,4
0,_Clark,_4467,_004467,412,17,5,2,0,4,367,22,3,6,1,5,24
0,_Clark,_4500,_004500,378,150,8,3,2,8,357,139,6,10,5,3,19
0,_Clark,_4501,_004501,717,470,46,2,2,26,688,421,25,19,20,8,54
0,_Clark,_4502,_004502,459,230,24,2,0,23,442,187,15,15,4,5,52
0,_Clark,_4504,_004504,950,304,35,6,5,26,886,287,15,17,16,16,61
0,_Clark,_4505,_004505,553,238,25,8,2,16,538,219,15,7,14,8,32
0,_Clark,_4506,_004506,530,276,32,3,3,12,522,248,15,14,8,1,29
0,_Clark,_4507,_004507,861,122,14,4,4,23,784,119,10,12,11,9,48
0,_Clark,_4508,_004508,473,28,6,2,2,11,448,24,3,2,4,1,26
0,_Clark,_4510,_004510,315,110,7,3,5,10,300,82,8,2,7,4,37
0,_Clark,_4511,_004511,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4512,_004512,221,134,4,1,0,15,213,125,4,9,3,2,12
0,_Clark,_4513,_004513,244,158,13,5,3,4,240,141,6,12,4,5,11
0,_Clark,_4514,_004514,650,77,22,7,6,14,595,86,11,9,4,8,41
0,_Clark,_4522,_004522,301,110,7,2,1,9,288,99,5,6,5,3,16
0,_Clark,_4523,_004523,459,94,20,3,3,17,440,91,6,7,9,8,22
0,_Clark,_4525,_004525,460,210,18,6,1,14,449,172,11,8,14,6,41
0,_Clark,_4526,_004526,501,57,9,2,3,6,468,58,7,3,3,5,18
0,_Clark,_4527,_004527,835,123,22,6,3,18,776,97,18,16,14,7,57
0,_Clark,_4528,_004528,848,136,17,7,0,25,782,121,9,13,5,14,48
0,_Clark,_4529,_004529,532,74,19,4,2,12,502,64,8,8,7,4,38
0,_Clark,_4530,_004530,508,104,14,0,6,11,485,95,5,6,3,9,27
0,_Clark,_4531,_004531,771,196,22,4,6,28,719,186,12,17,24,6,46
0,_Clark,_4532,_004532,467,91,9,3,8,9,437,93,1,3,6,8,31
0,_Clark,_4535,_004535,638,229,23,10,4,14,619,212,12,8,12,4,34
0,_Clark,_4536,_004536,727,191,17,5,1,20,680,181,14,11,10,0,46
0,_Clark,_4540,_004540,349,107,12,3,0,8,324,90,7,6,7,8,24
0,_Clark,_4541,_004541,646,193,20,6,1,17,613,158,10,12,9,6,57
0,_Clark,_4543,_004543,237,62,6,7,0,10,220,51,7,7,3,2,26
0,_Clark,_4546,_004546,429,109,11,5,1,17,396,98,9,8,5,3,34
0,_Clark,_4547,_004547,263,69,7,0,0,3,243,56,1,3,2,9,15
0,_Clark,_4548,_004548,285,43,11,0,1,3,258,42,6,8,1,5,18
0,_Clark,_4549,_004549,344,53,12,3,4,5,318,48,8,6,6,2,23
0,_Clark,_4550,_004550,265,57,7,4,1,4,244,54,3,5,4,4,17
0,_Clark,_4551,_004551,376,78,12,5,1,8,356,71,6,4,7,2,24
0,_Clark,_4552,_004552,595,105,16,2,2,7,547,86,18,12,5,5,33
0,_Clark,_4553,_004553,720,191,20,5,5,23,668,158,15,18,12,10,54
0,_Clark,_4554,_004554,163,16,1,1,0,1,156,8,2,2,3,2,6
0,_Clark,_4555,_004555,511,107,14,6,0,12,481,89,5,7,5,10,41
0,_Clark,_4556,_004556,511,90,17,2,1,14,467,80,9,7,4,3,45
0,_Clark,_4557,_004557,619,109,16,1,4,10,579,114,12,8,6,7,21
0,_Clark,_4559,_004559,597,98,20,1,4,21,551,96,7,9,8,6,43
0,_Clark,_4560,_004560,342,88,6,2,2,10,332,71,3,5,5,2,23
0,_Clark,_4561,_004561,453,86,12,3,1,11,422,80,5,7,3,2,32
0,_Clark,_4562,_004562,245,90,6,4,2,6,224,88,3,8,3,5,11
0,_Clark,_4563,_004563,291,116,11,0,2,6,270,113,7,6,5,3,20
0,_Clark,_4564,_004564,122,16,3,0,0,1,112,13,1,2,0,0,8
0,_Clark,_4565,_004565,825,208,27,9,2,19,788,195,10,24,7,13,38
0,_Clark,_4566,_004566,627,157,15,7,2,13,616,134,12,12,5,5,28
0,_Clark,_4567,_004567,947,168,25,14,5,31,911,149,14,14,8,9,65
0,_Clark,_4568,_004568,73,24,1,0,1,0,68,21,2,1,1,0,4
0,_Clark,_4569,_004569,491,97,19,4,3,8,450,84,6,11,6,11,32
0,_Clark,_4571,_004571,38,6,0,0,0,2,38,5,0,0,1,0,2
0,_Clark,_4572,_004572,1,0,0,0,0,0,1,0,0,0,0,0,0
0,_Clark,_4573,_004573,141,28,7,2,0,6,133,35,1,1,1,1,8
0,_Clark,_4574,_004574,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4577,_004577,776,163,19,2,8,16,709,140,12,25,13,6,56
0,_Clark,_4581,_004581,841,245,25,10,7,20,789,227,18,12,12,8,62
0,_Clark,_4582,_004582,565,199,8,3,2,11,545,166,8,8,10,7,32
0,_Clark,_4583,_004583,596,171,13,5,1,18,566,144,17,8,7,6,40
0,_Clark,_4584,_004584,621,198,19,9,1,23,595,176,19,5,9,5,44
0,_Clark,_4585,_004585,475,141,17,4,2,9,458,126,8,4,7,3,28
0,_Clark,_4586,_004586,917,353,31,8,4,27,902,331,13,10,10,6,57
0,_Clark,_4590,_004590,294,39,9,2,2,6,278,39,6,2,2,6,12
0,_Clark,_4591,_004591,163,32,2,0,0,4,151,26,2,2,1,1,12
0,_Clark,_4592,_004592,86,14,1,0,0,2,82,13,0,0,2,0,7
0,_Clark,_4593,_004593,334,44,12,5,3,4,320,45,2,8,3,3,15
0,_Clark,_4594,_004594,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_4596,_004596,106,9,1,0,0,3,98,8,0,1,0,2,4
0,_Clark,_4597,_004597,764,67,26,5,1,11,699,85,6,7,4,4,54
0,_Clark,_4598,_004598,512,73,16,3,1,4,469,70,6,5,5,5,32
0,_Clark,_4599,_004599,546,89,15,0,4,13,527,72,2,6,5,5,38
0,_Clark,_4601,_004601,45,29,2,1,1,1,42,28,2,1,0,0,3
0,_Clark,_4602,_004602,522,95,10,2,6,11,480,88,4,3,3,2,40
0,_Clark,_4603,_004603,226,92,10,4,2,8,198,78,5,6,6,6,25
0,_Clark,_4604,_004604,166,63,9,3,0,2,166,53,4,3,5,4,4
0,_Clark,_4605,_004605,825,344,41,3,1,38,778,316,26,16,5,15,65
0,_Clark,_4606,_004606,47,8,1,0,0,2,43,10,1,0,1,0,3
0,_Clark,_4611,_004611,328,112,14,4,3,16,306,104,11,13,5,2,26
0,_Clark,_4612,_004612,673,288,37,6,1,38,641,272,26,16,13,6,56
0,_Clark,_4613,_004613,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_4614,_004614,50,35,3,0,0,2,47,28,0,1,6,1,6
0,_Clark,_4615,_004615,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4616,_004616,829,53,9,3,0,12,759,54,9,11,0,11,39
0,_Clark,_4621,_004621,378,452,22,0,2,23,368,462,8,1,5,2,22
0,_Clark,_4623,_004623,651,342,38,10,4,31,655,300,24,21,12,5,47
0,_Clark,_4633,_004633,550,305,29,3,4,20,526,275,10,12,15,8,46
0,_Clark,_4634,_004634,803,334,27,4,4,21,761,283,20,15,16,15,62
0,_Clark,_4635,_004635,360,168,18,1,1,14,358,131,14,16,2,7,27
0,_Clark,_4636,_004636,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_4637,_004637,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_4638,_004638,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4641,_004641,65,77,2,0,1,2,71,69,2,2,2,0,1
0,_Clark,_4642,_004642,380,92,6,1,2,9,352,81,1,10,5,5,18
0,_Clark,_4643,_004643,277,83,10,0,3,13,267,71,7,4,5,3,17
0,_Clark,_4645,_004645,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4650,_004650,142,12,3,1,3,1,134,13,0,2,0,1,8
0,_Clark,_4651,_004651,1,2,0,0,0,0,1,2,0,0,0,0,0
0,_Clark,_4652,_004652,657,93,8,0,3,14,617,69,10,8,7,9,37
0,_Clark,_4902,_004902,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_4903,_004903,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5003,_005003,104,34,8,0,1,3,101,33,3,5,0,0,7
0,_Clark,_5014,_005014,0,1,0,0,0,0,0,1,0,0,0,0,0
0,_Clark,_5029,_005029,552,208,21,6,1,11,509,179,10,10,10,6,49
0,_Clark,_5034,_005034,586,232,23,8,2,25,573,184,20,14,5,5,59
0,_Clark,_5036,_005036,310,255,12,3,0,10,295,214,17,18,3,7,20
0,_Clark,_5047,_005047,504,475,34,2,2,29,468,480,12,10,14,3,38
0,_Clark,_5056,_005056,319,85,7,6,4,17,305,72,6,7,4,4,28
0,_Clark,_5323,_005323,640,197,24,6,3,20,606,167,15,19,11,9,42
0,_Clark,_5324,_005324,455,320,27,2,3,21,444,309,9,7,8,6,33
0,_Clark,_5326,_005326,335,409,17,2,1,19,337,395,3,5,8,7,14
0,_Clark,_5330,_005330,473,273,21,1,2,21,432,275,11,8,11,5,35
0,_Clark,_5332,_005332,258,89,10,5,3,10,249,86,8,2,4,8,12
0,_Clark,_5333,_005333,535,181,33,5,4,22,522,156,9,12,12,9,43
0,_Clark,_5350,_005350,576,179,26,1,1,22,541,161,14,16,12,9,33
0,_Clark,_5356,_005356,235,90,3,0,1,7,220,80,7,2,4,4,9
0,_Clark,_5372,_005372,417,97,15,5,1,11,398,92,7,5,5,7,23
0,_Clark,_5384,_005384,349,132,10,2,3,8,329,109,3,11,2,7,24
0,_Clark,_5390,_005390,273,177,11,1,0,6,255,147,5,13,3,3,34
0,_Clark,_5393,_005393,363,318,20,6,0,14,352,299,12,13,7,4,25
0,_Clark,_5394,_005394,334,335,14,2,2,16,334,265,24,12,8,9,40
0,_Clark,_5395,_005395,179,222,8,1,1,3,191,181,11,5,2,4,11
0,_Clark,_5396,_005396,524,388,19,4,0,11,507,352,10,13,9,2,36
0,_Clark,_5397,_005397,580,554,23,1,0,24,574,511,18,12,10,4,34
0,_Clark,_5400,_005400,348,185,10,5,0,7,337,153,8,8,4,5,26
0,_Clark,_5403,_005403,288,131,15,4,2,14,267,126,5,4,7,4,27
0,_Clark,_5404,_005404,650,242,5,5,2,17,593,203,15,8,11,2,60
0,_Clark,_5405,_005405,786,236,21,4,3,23,738,221,12,11,12,6,51
0,_Clark,_5410,_005410,560,248,18,6,2,25,535,210,13,12,7,10,53
0,_Clark,_5412,_005412,653,256,31,1,4,27,637,234,7,21,10,8,39
0,_Clark,_5413,_005413,640,272,26,7,5,23,597,258,14,10,14,9,41
0,_Clark,_5417,_005417,473,187,12,5,3,25,452,183,8,6,6,10,26
0,_Clark,_5425,_005425,444,236,19,1,3,13,439,202,8,11,6,3,29
0,_Clark,_5430,_005430,544,269,26,3,3,25,514,243,16,12,9,9,38
0,_Clark,_5500,_005500,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5501,_005501,151,155,9,1,2,5,152,147,3,1,5,2,6
0,_Clark,_5502,_005502,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5503,_005503,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5504,_005504,432,328,30,5,3,24,425,339,4,15,5,4,22
0,_Clark,_5505,_005505,535,369,25,4,3,20,532,322,17,18,11,6,35
0,_Clark,_5506,_005506,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5511,_005511,302,136,6,3,0,9,277,125,17,5,3,3,22
0,_Clark,_5512,_005512,554,268,25,4,1,21,521,258,10,13,15,6,36
0,_Clark,_5513,_005513,745,384,26,8,1,32,721,377,16,7,16,6,44
0,_Clark,_5515,_005515,295,239,13,7,2,14,309,225,2,3,9,3,20
0,_Clark,_5521,_005521,255,140,19,6,0,7,260,122,5,11,8,1,15
0,_Clark,_5522,_005522,601,206,23,2,2,13,555,196,10,10,13,1,35
0,_Clark,_5523,_005523,489,328,25,3,2,19,465,332,6,6,12,3,27
0,_Clark,_5524,_005524,118,215,22,0,0,14,128,217,5,4,1,2,11
0,_Clark,_5525,_005525,107,194,14,2,0,7,104,182,8,7,2,2,10
0,_Clark,_5531,_005531,192,236,9,1,1,10,191,222,2,7,4,1,16
0,_Clark,_5532,_005532,304,166,27,2,2,14,310,155,5,10,6,3,15
0,_Clark,_5533,_005533,368,160,5,3,3,9,342,138,12,6,4,5,25
0,_Clark,_5534,_005534,316,142,10,0,0,10,288,123,12,10,6,5,25
0,_Clark,_5535,_005535,301,140,15,0,2,5,280,119,13,9,6,5,20
0,_Clark,_5536,_005536,581,254,24,3,1,19,565,227,18,6,12,3,35
0,_Clark,_5537,_005537,616,159,15,1,4,14,598,142,11,3,8,6,29
0,_Clark,_5541,_005541,75,9,2,2,0,1,65,8,3,3,1,0,2
0,_Clark,_5542,_005542,389,106,11,4,1,11,375,86,7,9,7,5,18
0,_Clark,_5543,_005543,263,32,4,1,2,4,246,29,2,4,3,0,11
0,_Clark,_5544,_005544,496,168,19,1,2,16,477,134,12,12,5,3,31
0,_Clark,_5545,_005545,732,452,26,6,3,19,687,405,21,25,12,16,46
0,_Clark,_5552,_005552,512,354,18,3,3,17,489,345,10,7,8,2,36
0,_Clark,_5553,_005553,350,251,20,2,0,17,339,260,5,6,1,2,19
0,_Clark,_5554,_005554,392,299,21,1,1,19,385,288,13,4,6,4,23
0,_Clark,_5555,_005555,242,188,13,2,1,12,244,172,10,4,5,3,16
0,_Clark,_5560,_005560,396,273,16,0,3,23,373,276,5,3,4,0,33
0,_Clark,_5562,_005562,402,184,8,1,1,10,370,166,8,4,3,7,30
0,_Clark,_5564,_005564,440,183,28,2,8,17,432,169,14,12,6,4,34
0,_Clark,_5565,_005565,531,232,27,8,5,17,519,211,7,12,13,7,33
0,_Clark,_5566,_005566,369,284,15,1,1,19,372,252,6,8,12,4,23
0,_Clark,_5567,_005567,461,277,25,3,2,26,462,250,14,15,11,5,24
0,_Clark,_5568,_005568,410,354,21,2,2,14,410,298,13,9,13,5,35
0,_Clark,_5569,_005569,392,300,28,6,1,19,384,267,12,14,11,5,38
0,_Clark,_5570,_005570,446,391,12,6,4,11,437,318,23,12,9,4,34
0,_Clark,_5571,_005571,507,248,23,0,3,11,452,216,12,23,3,12,53
0,_Clark,_5572,_005572,511,235,20,5,6,34,486,232,13,17,7,7,29
0,_Clark,_5573,_005573,352,267,17,0,1,14,347,226,11,8,9,8,28
0,_Clark,_5574,_005574,156,135,7,0,1,9,149,133,2,3,5,1,8
0,_Clark,_5575,_005575,236,133,19,0,1,10,237,124,1,6,2,8,17
0,_Clark,_5576,_005576,326,176,32,1,1,10,320,168,7,15,7,4,17
0,_Clark,_5577,_005577,374,185,6,2,0,17,360,167,8,6,12,2,17
0,_Clark,_5578,_005578,372,186,18,2,3,15,361,174,10,8,11,10,18
0,_Clark,_5579,_005579,263,101,10,0,4,4,253,91,3,5,3,4,17
0,_Clark,_5580,_005580,541,172,13,3,2,19,504,141,18,15,10,7,41
0,_Clark,_5581,_005581,626,143,13,6,3,16,544,140,18,11,11,9,45
0,_Clark,_5582,_005582,497,232,20,5,4,19,474,202,11,7,11,7,45
0,_Clark,_5583,_005583,401,133,5,3,2,7,373,106,8,8,4,1,31
0,_Clark,_5584,_005584,411,144,28,3,1,20,380,147,10,8,6,5,32
0,_Clark,_5585,_005585,483,186,29,4,6,20,451,171,10,7,14,4,48
0,_Clark,_5586,_005586,532,217,17,4,3,18,493,183,14,11,12,9,43
0,_Clark,_5587,_005587,437,409,30,0,1,24,438,395,8,12,8,4,26
0,_Clark,_5588,_005588,136,140,5,1,1,6,118,143,3,1,2,1,17
0,_Clark,_5589,_005589,145,167,9,0,1,5,133,165,6,0,1,0,14
0,_Clark,_5591,_005591,298,150,20,1,2,5,285,153,8,2,2,6,10
0,_Clark,_5592,_005592,339,197,20,5,0,12,328,178,7,10,4,4,24
0,_Clark,_5593,_005593,439,190,16,1,2,20,414,173,8,12,7,4,31
0,_Clark,_5594,_005594,373,294,10,4,2,23,361,272,9,10,15,4,22
0,_Clark,_5595,_005595,349,154,15,3,0,14,340,142,11,6,7,0,20
0,_Clark,_5596,_005596,705,192,16,10,1,19,669,177,11,8,8,5,45
0,_Clark,_5597,_005597,217,51,9,2,0,7,200,52,2,3,2,1,17
0,_Clark,_5598,_005598,626,208,28,2,3,25,602,179,12,18,6,7,50
0,_Clark,_5601,_005601,509,348,28,4,8,20,483,317,20,13,23,8,41
0,_Clark,_5603,_005603,555,363,35,5,6,21,535,343,18,12,8,5,50
0,_Clark,_5604,_005604,617,449,43,7,3,24,612,407,18,21,18,10,44
0,_Clark,_5612,_005612,303,113,10,0,1,11,278,99,4,11,8,5,22
0,_Clark,_5613,_005613,460,118,17,3,3,9,425,108,14,14,8,5,26
0,_Clark,_5614,_005614,373,66,12,4,3,11,346,58,5,9,6,10,23
0,_Clark,_5615,_005615,228,199,5,3,2,9,220,179,9,15,4,0,17
0,_Clark,_5616,_005616,400,278,27,1,1,18,388,270,6,13,10,4,26
0,_Clark,_5617,_005617,908,245,24,9,5,18,862,234,10,22,11,6,42
0,_Clark,_5620,_005620,669,368,28,8,5,18,625,321,15,21,20,15,58
0,_Clark,_5621,_005621,360,153,15,6,2,12,334,134,8,14,14,6,24
0,_Clark,_5622,_005622,230,117,11,0,2,5,214,107,9,5,2,4,18
0,_Clark,_5623,_005623,584,260,29,1,4,12,558,210,17,23,9,10,44
0,_Clark,_5624,_005624,354,260,15,2,1,11,349,224,13,9,7,5,29
0,_Clark,_5625,_005625,356,222,27,6,2,11,350,187,11,12,13,5,30
0,_Clark,_5631,_005631,310,189,22,3,2,12,288,179,7,13,4,6,26
0,_Clark,_5632,_005632,473,205,17,6,4,14,457,192,14,4,14,4,26
0,_Clark,_5633,_005633,398,137,17,2,3,12,382,121,10,14,9,4,25
0,_Clark,_5634,_005634,260,117,9,4,2,5,245,108,7,8,0,6,19
0,_Clark,_5635,_005635,862,282,39,10,6,27,825,285,14,16,8,6,52
0,_Clark,_5636,_005636,380,229,13,2,0,10,353,195,15,9,5,2,45
0,_Clark,_5641,_005641,43,30,1,0,0,2,39,26,2,4,1,1,1
0,_Clark,_5642,_005642,218,161,4,1,0,7,206,139,7,5,3,3,18
0,_Clark,_5643,_005643,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5644,_005644,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5651,_005651,788,984,69,10,3,37,781,926,40,17,18,11,70
0,_Clark,_5652,_005652,602,1011,43,3,0,32,607,975,19,13,18,3,35
0,_Clark,_5653,_005653,451,440,51,5,4,30,453,389,19,24,11,13,55
0,_Clark,_5654,_005654,308,258,22,6,1,18,302,209,19,21,9,6,31
0,_Clark,_5903,_005903,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5904,_005904,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_5906,_005906,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_6040,_006040,336,250,19,1,1,11,323,204,13,15,3,9,33
0,_Clark,_6057,_006057,467,398,19,3,3,21,449,337,13,17,11,3,50
0,_Clark,_6062,_006062,368,251,23,2,1,12,361,225,10,11,13,5,18
0,_Clark,_6066,_006066,300,261,20,2,0,14,300,239,12,12,4,3,12
0,_Clark,_6109,_006109,672,351,33,1,2,35,618,343,17,13,11,9,53
0,_Clark,_6362,_006362,429,169,21,1,4,21,429,147,8,7,7,3,34
0,_Clark,_6424,_006424,482,305,22,3,2,12,462,275,20,5,10,7,27
0,_Clark,_6431,_006431,438,306,13,2,2,20,422,259,14,11,18,6,30
0,_Clark,_6434,_006434,221,177,5,2,6,7,209,157,5,11,9,6,15
0,_Clark,_6440,_006440,370,303,20,5,0,15,375,263,15,5,8,4,21
0,_Clark,_6463,_006463,457,276,11,5,1,15,411,252,15,12,11,6,36
0,_Clark,_6469,_006469,502,448,45,3,2,19,479,437,18,7,15,4,39
0,_Clark,_6470,_006470,515,415,18,2,2,17,498,383,12,8,6,1,43
0,_Clark,_6471,_006471,566,359,22,4,0,32,534,333,20,10,10,7,45
0,_Clark,_6475,_006475,547,326,28,6,3,14,498,331,13,8,14,9,34
0,_Clark,_6477,_006477,331,297,21,0,0,15,311,294,18,6,7,2,16
0,_Clark,_6484,_006484,1,7,0,0,0,1,2,6,0,0,0,0,1
0,_Clark,_6486,_006486,14,13,1,0,0,0,14,11,1,1,0,0,0
0,_Clark,_6487,_006487,183,441,21,6,2,13,190,387,20,8,15,5,30
0,_Clark,_6488,_006488,21,50,6,0,1,1,20,51,2,1,0,0,4
0,_Clark,_6490,_006490,198,300,12,1,2,4,199,265,7,5,6,6,20
0,_Clark,_6492,_006492,655,541,36,5,5,31,637,516,23,8,14,5,54
0,_Clark,_6493,_006493,436,436,25,4,3,23,395,442,19,8,9,2,35
0,_Clark,_6494,_006494,303,333,20,0,1,9,301,311,5,5,6,5,26
0,_Clark,_6496,_006496,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_6497,_006497,606,606,41,4,1,13,561,586,20,12,18,5,42
0,_Clark,_6498,_006498,36,106,6,2,0,3,41,100,3,2,3,0,4
0,_Clark,_6499,_006499,1028,820,67,3,4,33,935,801,25,26,17,12,103
0,_Clark,_6500,_006500,17,9,0,0,0,1,16,9,1,0,0,0,0
0,_Clark,_6512,_006512,368,697,23,0,1,26,325,755,3,5,4,0,16
0,_Clark,_6513,_006513,187,288,9,0,0,11,159,311,3,1,0,0,7
0,_Clark,_6514,_006514,546,500,31,4,2,25,510,497,19,10,9,1,31
0,_Clark,_6515,_006515,313,400,18,2,2,20,295,427,5,2,2,2,11
0,_Clark,_6517,_006517,612,586,45,1,0,40,557,640,7,5,5,2,43
0,_Clark,_6520,_006520,410,428,26,2,3,10,385,407,10,11,12,3,28
0,_Clark,_6521,_006521,493,500,37,1,2,32,467,519,21,7,6,5,22
0,_Clark,_6522,_006522,305,432,8,1,0,16,274,448,2,1,5,1,16
0,_Clark,_6526,_006526,322,416,5,0,0,17,331,406,4,3,2,0,7
0,_Clark,_6527,_006527,801,861,75,13,2,44,733,882,21,15,29,4,84
0,_Clark,_6530,_006530,477,459,38,1,0,16,466,441,12,11,13,5,28
0,_Clark,_6531,_006531,690,442,33,11,3,29,645,436,13,18,16,5,48
0,_Clark,_6533,_006533,446,252,16,4,2,16,423,245,12,6,7,5,32
0,_Clark,_6538,_006538,321,223,26,3,1,16,294,227,10,4,7,4,31
0,_Clark,_6539,_006539,497,442,37,1,3,20,456,434,13,11,13,4,49
0,_Clark,_6540,_006540,725,528,51,4,4,23,694,521,13,25,10,8,37
0,_Clark,_6544,_006544,352,412,17,3,2,25,331,410,8,7,12,1,35
0,_Clark,_6545,_006545,406,275,14,0,0,9,386,254,6,8,11,1,23
0,_Clark,_6547,_006547,621,476,46,7,2,34,599,457,22,14,17,6,55
0,_Clark,_6548,_006548,513,429,33,4,2,17,483,411,22,11,12,7,32
0,_Clark,_6549,_006549,453,339,36,2,1,14,427,344,13,9,10,3,20
0,_Clark,_6601,_006601,546,502,46,18,9,32,542,438,32,24,18,15,65
0,_Clark,_6602,_006602,509,400,31,3,1,19,502,351,16,11,15,3,50
0,_Clark,_6604,_006604,688,387,36,5,2,28,672,342,29,23,8,5,41
0,_Clark,_6605,_006605,99,38,0,0,0,2,91,26,5,1,2,0,5
0,_Clark,_6606,_006606,548,240,40,2,3,15,509,212,28,13,4,13,51
0,_Clark,_6607,_006607,503,267,29,5,5,31,496,237,16,24,10,12,32
0,_Clark,_6608,_006608,103,29,7,0,1,3,96,25,4,2,0,3,10
0,_Clark,_6609,_006609,578,407,35,6,2,23,552,389,12,16,11,7,48
0,_Clark,_6610,_006610,782,935,59,2,0,28,692,953,33,10,21,4,63
0,_Clark,_6611,_006611,298,339,26,2,1,18,311,313,12,5,2,3,26
0,_Clark,_6612,_006612,543,324,25,3,3,17,520,293,23,12,7,11,27
0,_Clark,_6613,_006613,273,312,31,2,0,13,274,280,19,5,14,3,24
0,_Clark,_6614,_006614,1,1,0,0,0,0,1,1,0,0,0,0,0
0,_Clark,_6615,_006615,158,207,13,1,1,12,169,196,2,4,2,2,10
0,_Clark,_6617,_006617,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Clark,_6621,_006621,470,380,23,2,2,25,475,343,16,11,8,4,30
0,_Clark,_6622,_006622,512,225,28,7,4,19,473,211,11,21,11,7,47
0,_Clark,_6625,_006625,297,368,25,0,0,23,277,377,9,6,9,3,22
0,_Clark,_6631,_006631,286,311,22,0,1,23,280,295,8,6,10,5,21
0,_Clark,_6632,_006632,284,307,16,3,1,18,276,297,9,4,9,1,23
0,_Clark,_6633,_006633,469,462,26,4,4,16,452,446,11,10,8,5,28
0,_Clark,_6634,_006634,308,437,17,1,2,18,286,438,8,8,4,4,17
0,_Clark,_6635,_006635,404,531,29,3,1,19,382,544,8,4,4,1,27
0,_Clark,_6642,_006642,342,355,36,2,1,22,350,336,13,7,4,3,28
0,_Clark,_6643,_006643,475,395,32,4,1,25,464,399,13,9,8,3,23
0,_Clark,_6644,_006644,598,506,48,2,1,26,557,525,8,13,4,5,44
0,_Clark,_6645,_006645,583,494,34,2,5,33,543,486,16,8,10,7,55
0,_Clark,_6648,_006648,502,309,47,4,1,28,477,294,19,11,14,6,50
0,_Clark,_6649,_006649,511,360,47,4,2,26,466,362,17,9,9,11,55
0,_Clark,_6651,_006651,498,425,35,10,0,24,474,415,11,8,13,6,43
0,_Clark,_6652,_006652,236,341,11,0,1,10,232,318,3,6,2,0,24
