IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OH_20201103_GEN_PRE_ALL_Reg_No_Vote,USA_OH_20201103_GEN_PRE_ALL_No_Choice,USA_OH_20201103_GEN_PRE_ALL_Dem_Biden,USA_OH_20201103_GEN_PRE_ALL_Rep_Trump,USA_OH_20201103_GEN_PRE_ALL_Other_Choice
0,Hamilton,CINCINNATI 14-F,AIX,170,4,708,84,9
0,Hamilton,CINCINNATI 14-G,AIY,161,6,695,179,10
0,Hamilton,CINCINNATI 14-H,AIZ,336,11,778,158,14
0,Hamilton,CINCINNATI 14-I,AJA,450,9,795,160,21
0,Hamilton,CINCINNATI 15-A,AJN,521,12,1029,95,16
0,Hamilton,CINCINNATI 15-B,AJO,463,9,917,113,14
0,Hamilton,CINCINNATI 15-C,AJP,514,8,433,21,4
0,Hamilton,CINCINNATI 15-D,AJQ,285,5,519,34,4
0,Hamilton,CINCINNATI 15-E,AJR,430,10,865,88,17
0,Hamilton,CINCINNATI 15-F,AJS,190,4,383,66,8
0,Hamilton,CINCINNATI 15-G,AJT,228,9,413,64,8
0,Hamilton,CINCINNATI 15-H,AJU,213,5,805,143,13
0,Hamilton,CINCINNATI 15-I,AJV,304,9,597,72,13
0,Hamilton,CINCINNATI 15-J,AJW,403,10,423,22,9
0,Hamilton,CINCINNATI 16-A,AKJ,803,14,400,83,11
0,Hamilton,CINCINNATI 17-A,AKK,771,6,761,33,19
0,Hamilton,CINCINNATI 17-B,AKL,703,10,684,126,13
0,Hamilton,CINCINNATI 17-C,AKM,559,6,588,52,5
0,Hamilton,CINCINNATI 18-A,AKS,556,10,426,40,7
0,Hamilton,CINCINNATI 18-B,AKT,551,4,235,21,11
0,Hamilton,CINCINNATI 19-A,AKW,363,7,237,406,19
0,Hamilton,CINCINNATI 19-B,AKX,316,8,322,590,20
0,Hamilton,CINCINNATI 19-C,AKY,556,5,291,424,12
0,Hamilton,CINCINNATI 19-D,AKZ,288,3,82,51,5
0,Hamilton,CINCINNATI 20-A,ALE,705,4,371,178,8
0,Hamilton,CINCINNATI 20-B,ALF,554,10,362,144,10
0,Hamilton,CINCINNATI 20-C,ALG,664,7,574,307,13
0,Hamilton,CINCINNATI 20-D,ALH,672,8,532,220,20
0,Hamilton,CINCINNATI 20-E,ALI,764,3,277,101,3
0,Hamilton,CINCINNATI 21-A,ALR,290,5,230,48,5
0,Hamilton,CINCINNATI 21-B,ALS,547,7,244,76,9
0,Hamilton,CINCINNATI 21-C,ALT,626,5,357,113,7
0,Hamilton,CINCINNATI 21-D,ALU,557,4,277,118,6
0,Hamilton,CINCINNATI 21-E,ALV,475,3,311,14,6
0,Hamilton,CINCINNATI 22-A,AMB,487,5,815,112,16
0,Hamilton,CINCINNATI 22-B,AMC,634,3,484,76,7
0,Hamilton,CINCINNATI 22-C,AMD,924,11,450,20,2
0,Hamilton,CINCINNATI 23-A,AMG,493,8,883,150,13
0,Hamilton,CINCINNATI 23-B,AMI,934,14,622,75,13
0,Hamilton,CINCINNATI 23-C,AMK,112,2,372,29,7
0,Hamilton,CINCINNATI 23-D,AMM,363,6,1088,106,14
0,Hamilton,CINCINNATI 23-E,AMO,387,12,644,31,10
0,Hamilton,CINCINNATI 23-F,AMQ,391,21,749,137,17
0,Hamilton,CINCINNATI 23-G,AMS,185,4,381,19,4
0,Hamilton,CINCINNATI 23-H,AMU,165,8,609,195,12
0,Hamilton,CINCINNATI 23-I,AMW,235,7,574,153,8
0,Hamilton,CINCINNATI 23-J,AMY,384,9,548,199,13
0,Hamilton,CINCINNATI 23-K,ANA,309,4,785,131,12
0,Hamilton,CINCINNATI 23-L,ANB,242,1,316,65,8
0,Hamilton,CINCINNATI 23-M,ANC,351,11,611,92,5
0,Hamilton,CINCINNATI 23-N,AND,343,11,737,156,13
0,Hamilton,CINCINNATI 23-O,ANE,230,6,698,141,9
0,Hamilton,CINCINNATI 23-P,ANF,506,11,829,158,7
0,Hamilton,CINCINNATI 23-Q,ANG,349,8,366,143,6
0,Hamilton,CINCINNATI 23-R,ANH,208,4,375,69,9
0,Hamilton,CINCINNATI 24-A,ANQ,444,10,882,47,14
0,Hamilton,CINCINNATI 24-B,ANR,492,6,763,152,17
0,Hamilton,CINCINNATI 24-C,ANS,626,12,725,163,9
0,Hamilton,CINCINNATI 24-D,ANT,493,5,503,301,14
0,Hamilton,CINCINNATI 24-E,ANU,674,6,256,29,4
0,Hamilton,CINCINNATI 24-F,ANV,333,9,515,74,6
0,Hamilton,CINCINNATI 24-G,ANW,489,14,604,402,18
0,Hamilton,CINCINNATI 24-H,ANX,416,3,151,12,2
0,Hamilton,CINCINNATI 24-I,ANY,428,6,242,6,4
0,Hamilton,CINCINNATI 25-A,AOI,475,5,588,49,11
0,Hamilton,CINCINNATI 25-B,AOK,745,4,344,153,9
0,Hamilton,CINCINNATI 25-C,AOM,248,7,490,373,18
0,Hamilton,CINCINNATI 25-D,AON,686,7,556,364,24
0,Hamilton,CINCINNATI 25-E,AOO,353,7,454,415,16
0,Hamilton,CINCINNATI 25-F,AOP,549,5,473,264,11
0,Hamilton,CINCINNATI 25-G,AOQ,225,10,257,129,7
0,Hamilton,CINCINNATI 25-H,AOR,486,10,560,354,17
0,Hamilton,CINCINNATI 25-I,AOS,470,9,420,323,8
0,Hamilton,CINCINNATI 25-J,AOT,477,10,583,155,7
0,Hamilton,CINCINNATI 25-K,AOU,545,5,297,132,5
0,Hamilton,CINCINNATI 25-L,AOV,402,6,432,39,5
0,Hamilton,CINCINNATI 26-A,APK,319,9,561,351,16
0,Hamilton,CINCINNATI 26-B,APM,406,5,554,122,8
0,Hamilton,CINCINNATI 26-C,APO,247,4,308,112,6
0,Hamilton,CINCINNATI 26-D,APQ,529,8,486,46,9
0,Hamilton,CINCINNATI 26-E,APS,661,5,527,54,8
0,Hamilton,CINCINNATI 26-F,APU,355,0,431,52,9
0,Hamilton,CINCINNATI 26-G,APW,386,13,379,245,13
0,Hamilton,CINCINNATI 26-H,APY,668,5,259,24,4
0,Hamilton,CINCINNATI 26-I,AQA,332,7,461,276,21
0,Hamilton,CINCINNATI 26-J,AQC,493,15,710,76,11
0,Hamilton,CINCINNATI 26-K,AQE,387,7,602,294,14
0,Hamilton,CINCINNATI 26-L,AQG,316,9,365,151,2
0,Hamilton,CINCINNATI 26-M,AQI,345,4,288,63,3
0,Hamilton,CINCINNATI 26-N,AQK,583,7,500,159,12
0,Hamilton,CINCINNATI 26-O,AQM,324,6,572,251,13
0,Hamilton,CINCINNATI 26-P,AQO,463,6,663,148,15
0,Hamilton,CINCINNATI 26-Q,AQP,789,8,446,44,9
0,Hamilton,CINCINNATI 26-R,AQQ,415,2,329,41,7
0,Hamilton,CINCINNATI 26-S,AQR,362,10,410,213,9
0,Hamilton,DEER PARK 1-A,AQZ,242,8,386,357,15
0,Hamilton,DEER PARK 2-A,ARC,185,4,385,376,12
0,Hamilton,DEER PARK 3-A,ARE,235,4,333,377,9
0,Hamilton,DEER PARK 4-A,ARG,290,14,406,406,18
0,Hamilton,FOREST PARK A,ARI,307,10,596,97,5
0,Hamilton,FOREST PARK B,ARJ,246,12,557,200,9
0,Hamilton,FOREST PARK C,ARK,311,5,616,89,10
0,Hamilton,FOREST PARK D,ARL,349,6,560,136,10
0,Hamilton,FOREST PARK E,ARM,288,7,565,132,6
0,Hamilton,FOREST PARK F,ARN,121,2,372,70,6
0,Hamilton,FOREST PARK G,ARO,291,5,558,71,11
0,Hamilton,FOREST PARK H,ARP,224,2,497,73,6
0,Hamilton,FOREST PARK I,ARQ,211,6,627,145,5
0,Hamilton,FOREST PARK J,ARR,176,4,612,70,7
0,Hamilton,FOREST PARK K,ARS,518,3,544,135,5
0,Hamilton,FOREST PARK L,ART,306,5,623,140,14
0,Hamilton,FOREST PARK M,ARU,390,4,679,96,9
0,Hamilton,INDIAN HILL A,ASG,110,14,282,301,4
0,Hamilton,INDIAN HILL B,ASH,184,10,371,627,8
0,Hamilton,INDIAN HILL C,ASI,154,9,365,367,8
0,Hamilton,INDIAN HILL D,ASJ,114,9,259,348,4
0,Hamilton,INDIAN HILL E,ASK,187,14,371,468,12
0,Hamilton,INDIAN HILL F,ASL,132,10,263,320,10
0,Hamilton,LOVELAND A,ASO,91,5,280,370,9
0,Hamilton,LOVELAND B,ASP,366,7,518,572,19
0,Hamilton,LOVELAND C,ASQ,249,10,387,438,16
0,Hamilton,LOVELAND D,ASR,298,4,292,406,16
0,Hamilton,LOVELAND E,ASS,174,8,357,439,13
0,Hamilton,LOVELAND F,AST,146,7,270,346,12
0,Hamilton,LOVELAND G,ASU,82,3,243,280,9
0,Hamilton,MADEIRA A,ASZ,152,11,543,412,15
0,Hamilton,MADEIRA B,ATA,120,7,291,346,7
0,Hamilton,MADEIRA C,ATB,118,9,383,324,11
0,Hamilton,MADEIRA D,ATC,157,14,553,471,18
0,Hamilton,MADEIRA E,ATD,122,7,264,225,11
0,Hamilton,MADEIRA F,ATE,173,19,444,462,15
0,Hamilton,MADEIRA G,ATF,92,5,300,257,11
0,Hamilton,MADEIRA H,ATG,105,6,396,303,7
0,Hamilton,MONTGOMERY A,ATN,193,10,530,530,13
0,Hamilton,MONTGOMERY B,ATO,126,7,539,485,16
0,Hamilton,MONTGOMERY C,ATP,224,10,584,524,12
0,Hamilton,MONTGOMERY D,ATQ,99,4,313,191,2
0,Hamilton,MONTGOMERY E,ATR,138,5,314,242,4
0,Hamilton,MONTGOMERY F,ATS,146,13,472,414,17
0,Hamilton,MONTGOMERY G,ATT,74,5,289,231,5
0,Hamilton,MONTGOMERY H,ATU,190,14,462,413,16
0,Hamilton,MONTGOMERY I,ATV,165,10,462,397,8
0,Hamilton,MT HEALTHY 1-A,AUA,616,17,714,221,15
0,Hamilton,MT HEALTHY 2-A,AUC,290,2,431,305,10
0,Hamilton,MT HEALTHY 3-A,AUE,345,6,492,229,7
0,Hamilton,MT HEALTHY 4-A,AUG,294,6,427,210,9
0,Hamilton,NO COLL HILL 1-A,AUI,179,1,274,124,5
0,Hamilton,NO COLL HILL 1-B,AUJ,366,9,505,289,13
0,Hamilton,NO COLL HILL 2-A,AUM,420,7,483,155,10
0,Hamilton,NO COLL HILL 3-A,AUO,410,10,548,203,14
0,Hamilton,NO COLL HILL 4-A,AUQ,328,6,549,257,15
0,Hamilton,NO COLL HILL 4-B,AUR,157,4,294,113,3
0,Hamilton,NO COLL HILL 4-C,AUS,249,4,495,55,8
0,Hamilton,NORWOOD 1-A,AUV,358,5,300,199,9
0,Hamilton,NORWOOD 1-B,AUW,551,6,388,303,18
0,Hamilton,NORWOOD 2-A,AUZ,323,4,421,296,16
0,Hamilton,NORWOOD 2-B,AVA,426,6,503,315,25
0,Hamilton,NORWOOD 2-C,AVB,303,7,411,327,12
0,Hamilton,NORWOOD 3-A,AVD,313,4,350,286,13
0,Hamilton,NORWOOD 3-B,AVE,242,10,365,249,14
0,Hamilton,NORWOOD 3-C,AVF,466,9,539,495,18
0,Hamilton,NORWOOD 4-A,AVH,382,7,301,290,11
0,Hamilton,NORWOOD 4-B,AVI,434,8,424,304,12
0,Hamilton,NORWOOD 4-C,AVJ,297,11,384,399,10
0,Hamilton,READING 1-A,AVV,387,8,412,510,16
0,Hamilton,READING 1-B,AVW,257,2,211,125,7
0,Hamilton,READING 2-A,AVZ,351,2,244,379,12
0,Hamilton,READING 2-B,AWA,163,1,145,246,8
0,Hamilton,READING 3-A,AWD,371,13,320,462,18
0,Hamilton,READING 3-B,AWE,176,2,230,365,14
0,Hamilton,READING 4-A,AWH,173,6,217,431,13
0,Hamilton,READING 4-B,AWI,169,3,302,630,9
0,Hamilton,ST BERNARD 1-A,AWL,234,7,258,282,10
0,Hamilton,ST BERNARD 2-A,AWN,199,1,292,258,10
0,Hamilton,ST BERNARD 3-A,AWP,177,5,313,255,8
0,Hamilton,ST BERNARD 4-A,AWR,183,6,302,213,4
0,Hamilton,SHARONVILLE 1-A,AWT,370,7,350,306,10
0,Hamilton,SHARONVILLE 1-B,AWU,305,5,345,259,15
0,Hamilton,SHARONVILLE 2-A,AWW,241,9,443,426,14
0,Hamilton,SHARONVILLE 3-A,AWZ,325,6,522,587,15
0,Hamilton,SHARONVILLE 3-B,AXA,279,7,409,537,14
0,Hamilton,SHARONVILLE 4-A,AXD,156,7,379,462,23
0,Hamilton,SHARONVILLE 4-B,AXE,184,7,351,509,17
0,Hamilton,SILVERTON A,AXI,277,3,599,252,13
0,Hamilton,SILVERTON B,AXJ,321,6,871,154,14
0,Hamilton,SILVERTON C,AXK,366,9,704,208,15
0,Hamilton,SPRINGDALE A,AXQ,150,6,416,163,9
0,Hamilton,SPRINGDALE B,AXR,222,8,499,232,9
0,Hamilton,SPRINGDALE C,AXS,298,4,455,281,9
0,Hamilton,SPRINGDALE D,AXT,204,5,292,321,14
0,Hamilton,SPRINGDALE E,AXU,326,6,349,251,9
0,Hamilton,SPRINGDALE F,AXV,188,6,316,263,13
0,Hamilton,SPRINGDALE G,AXW,196,1,363,127,6
0,Hamilton,SPRINGDALE H,AXX,155,7,530,179,10
0,Hamilton,WYOMING A,AYD,171,13,872,426,16
0,Hamilton,WYOMING B,AYE,195,8,821,362,24
0,Hamilton,WYOMING C,AYF,196,12,714,303,8
0,Hamilton,WYOMING D,AYG,279,12,822,290,24
0,Hamilton,WYOMING E,AYH,177,9,841,401,18
0,Hamilton,AMBERLEY A,AYP,121,10,430,258,4
0,Hamilton,AMBERLEY B,AYQ,139,14,353,291,4
0,Hamilton,AMBERLEY C,AYR,72,4,344,229,4
0,Hamilton,AMBERLEY D,AYS,105,9,486,269,12
0,Hamilton,ANDERSON A,AYU,184,5,424,459,11
0,Hamilton,ANDERSON AA,AYV,164,12,489,472,20
0,Hamilton,ANDERSON B,AYW,183,14,353,484,10
0,Hamilton,ANDERSON BB,AYX,140,4,346,419,12
0,Hamilton,ANDERSON C,AYY,205,12,609,539,15
0,Hamilton,ANDERSON CC,AYZ,91,6,270,290,11
0,Hamilton,ANDERSON D,AZA,169,9,470,662,13
0,Hamilton,ANDERSON DD,AZB,226,15,472,541,21
0,Hamilton,ANDERSON E,AZC,236,8,413,602,13
0,Hamilton,ANDERSON EE,AZD,138,7,275,338,6
0,Hamilton,ANDERSON F,AZE,204,9,501,564,8
0,Hamilton,ANDERSON FF,AZF,271,8,518,484,11
0,Hamilton,ANDERSON G,AZG,251,10,469,596,14
0,Hamilton,ANDERSON H,AZI,165,14,472,560,25
0,Hamilton,ANDERSON I,AZK,174,13,598,581,11
0,Hamilton,ANDERSON J,AZM,174,14,526,690,31
0,Hamilton,ANDERSON K,AZO,282,10,522,540,25
0,Hamilton,ANDERSON L,AZQ,185,11,403,445,15
0,Hamilton,ANDERSON M,AZS,114,4,287,362,12
0,Hamilton,ANDERSON N,AZU,202,11,535,503,26
0,Hamilton,ANDERSON O,AZW,210,9,487,605,20
0,Hamilton,ANDERSON P,AZY,80,10,214,229,8
0,Hamilton,ANDERSON Q,BAA,228,13,557,635,19
0,Hamilton,ANDERSON R,BAC,162,13,499,500,17
0,Hamilton,ANDERSON S,BAE,115,8,306,311,10
0,Hamilton,ANDERSON T,BAG,91,4,273,321,8
0,Hamilton,ANDERSON U,BAI,145,7,377,413,9
0,Hamilton,ANDERSON V,BAK,101,7,254,276,7
0,Hamilton,ANDERSON W,BAM,144,8,397,312,5
0,Hamilton,ANDERSON X,BAO,140,9,277,292,15
0,Hamilton,ANDERSON Y,BAQ,140,0,193,317,4
0,Hamilton,ANDERSON Z,BAS,164,12,422,466,19
0,Hamilton,ARLINGTON HGTS A,BAT,191,3,141,172,7
0,Hamilton,COLERAIN A,BAU,168,13,232,788,13
0,Hamilton,COLERAIN AA,BAV,160,11,276,734,14
0,Hamilton,COLERAIN B,BAX,305,3,417,411,16
0,Hamilton,COLERAIN BB,BAY,231,6,296,765,14
0,Hamilton,COLERAIN C,BBA,390,12,425,433,9
0,Hamilton,COLERAIN CC,BBB,468,6,331,292,6
0,Hamilton,COLERAIN D,BBD,456,7,374,290,5
0,Hamilton,COLERAIN DD,BBE,276,7,567,98,11
0,Hamilton,COLERAIN E,BBG,207,7,344,804,19
0,Hamilton,COLERAIN EE,BBH,281,6,411,515,16
0,Hamilton,COLERAIN F,BBJ,216,8,276,746,9
0,Hamilton,COLERAIN FF,BBK,148,4,161,178,5
0,Hamilton,COLERAIN G,BBM,175,8,275,710,15
0,Hamilton,COLERAIN GG,BBN,315,4,444,414,9
0,Hamilton,COLERAIN H,BBP,315,5,518,760,15
0,Hamilton,COLERAIN HH,BBQ,409,5,352,281,12
0,Hamilton,COLERAIN I,BBS,132,5,171,550,2
0,Hamilton,COLERAIN II,BBT,93,4,163,222,4
0,Hamilton,COLERAIN J,BBV,379,9,430,516,21
0,Hamilton,COLERAIN JJ,BBW,324,3,440,509,16
0,Hamilton,COLERAIN K,BBY,180,5,270,384,10
0,Hamilton,COLERAIN KK,BBZ,367,10,688,295,18
0,Hamilton,COLERAIN L,BCB,134,8,249,779,10
0,Hamilton,COLERAIN LL,BCC,178,2,278,252,8
0,Hamilton,COLERAIN M,BCE,340,5,351,370,13
0,Hamilton,COLERAIN N,BCG,259,13,388,724,16
0,Hamilton,COLERAIN O,BCI,150,3,147,279,3
0,Hamilton,COLERAIN P,BCK,126,4,191,182,5
0,Hamilton,COLERAIN Q,BCM,144,3,290,742,11
0,Hamilton,COLERAIN R,BCO,334,13,430,443,9
0,Hamilton,COLERAIN S,BCQ,164,4,264,494,12
0,Hamilton,COLERAIN T,BCS,343,6,507,340,11
0,Hamilton,COLERAIN U,BCU,221,7,358,391,6
0,Hamilton,COLERAIN V,BCW,305,10,346,458,7
0,Hamilton,COLERAIN W,BCY,279,4,262,160,5
0,Hamilton,COLERAIN X,BDA,334,6,407,340,15
0,Hamilton,COLERAIN Y,BDC,360,4,514,381,12
0,Hamilton,COLERAIN Z,BDE,394,4,556,350,11
0,Hamilton,COLUMBIA A,BDG,28,3,91,42,2
0,Hamilton,COLUMBIA B,BDH,95,7,186,100,11
0,Hamilton,COLUMBIA C,BDI,50,5,286,77,2
0,Hamilton,COLUMBIA D,BDJ,190,6,374,55,8
0,Hamilton,COLUMBIA E,BDK,86,5,168,87,3
0,Hamilton,COLUMBIA F,BDL,138,8,287,189,5
0,Hamilton,COLUMBIA G,BDM,183,4,361,230,11
0,Hamilton,COLUMBIA H,BDN,0,0,2,0,0
0,Hamilton,COLUMBIA I,BDO,1,0,3,7,0
0,Hamilton,COLUMBIA J,BDP,2,0,2,0,0
0,Hamilton,COLUMBIA K,BDQ,3,0,3,6,0
0,Hamilton,COLUMBIA L,BDR,32,3,37,20,1
0,Hamilton,FAIRFAX A,BDT,270,12,490,512,17
0,Hamilton,CROSBY A,BDW,240,5,227,801,17
0,Hamilton,CROSBY B,BDX,242,5,189,840,11
0,Hamilton,DELHI A,BDZ,407,2,313,508,14
0,Hamilton,DELHI B,BEB,384,6,306,462,9
0,Hamilton,DELHI C,BED,192,5,296,635,17
0,Hamilton,DELHI D,BEF,242,3,218,495,7
0,Hamilton,DELHI E,BEH,148,9,188,657,12
0,Hamilton,DELHI F,BEJ,304,8,398,730,24
0,Hamilton,DELHI G,BEL,187,6,226,694,16
0,Hamilton,DELHI H,BEN,260,5,303,736,23
0,Hamilton,DELHI I,BEP,133,1,166,325,12
0,Hamilton,DELHI J,BER,341,4,374,666,15
0,Hamilton,DELHI K,BET,128,11,210,440,15
0,Hamilton,DELHI L,BEU,120,7,203,469,14
0,Hamilton,DELHI M,BEV,239,8,256,547,7
0,Hamilton,DELHI N,BEW,133,8,161,282,16
0,Hamilton,DELHI O,BEX,226,9,313,678,12
0,Hamilton,DELHI P,BEY,201,12,232,583,9
0,Hamilton,DELHI Q,BEZ,146,9,292,745,9
0,Hamilton,DELHI R,BFA,208,14,304,459,6
0,Hamilton,DELHI S,BFB,216,3,286,644,8
0,Hamilton,ELMWOOD A,BFJ,609,9,247,329,13
0,Hamilton,EVENDALE A,BFN,152,4,480,494,11
0,Hamilton,EVENDALE B,BFO,118,11,301,488,14
0,Hamilton,EVENDALE C,BFP,43,0,112,83,5
0,Hamilton,GLENDALE A,BFR,155,10,439,397,11
0,Hamilton,GLENDALE B,BFS,162,9,508,410,8
0,Hamilton,GOLF MANOR A,BFW,427,13,763,229,10
0,Hamilton,GOLF MANOR B,BFX,368,11,795,100,10
0,Hamilton,GREENHILLS A,BGC,162,5,196,178,15
0,Hamilton,GREENHILLS B,BGD,195,4,411,425,20
0,Hamilton,GREENHILLS C,BGE,250,14,371,378,15
0,Hamilton,GREEN A,BGI,204,5,304,633,14
0,Hamilton,GREEN AA,BGJ,109,10,262,597,18
0,Hamilton,GREEN B,BGL,234,7,402,537,12
0,Hamilton,GREEN BB,BGM,263,7,288,516,16
0,Hamilton,GREEN C,BGO,187,10,377,377,15
0,Hamilton,GREEN CC,BGP,275,8,272,583,9
0,Hamilton,GREEN D,BGR,279,7,344,697,20
0,Hamilton,GREEN DD,BGS,172,8,225,503,6
0,Hamilton,GREEN E,BGU,152,7,361,732,19
0,Hamilton,GREEN EE,BGV,246,4,325,489,18
0,Hamilton,GREEN F,BGX,228,6,252,655,16
0,Hamilton,GREEN FF,BGY,173,6,286,490,15
0,Hamilton,GREEN G,BHA,110,9,195,521,9
0,Hamilton,GREEN GG,BHB,193,12,288,766,20
0,Hamilton,GREEN H,BHD,218,2,311,312,12
0,Hamilton,GREEN HH,BHE,201,11,329,660,12
0,Hamilton,GREEN I,BHG,292,5,293,564,12
0,Hamilton,GREEN II,BHH,186,1,320,217,12
0,Hamilton,GREEN J,BHJ,125,8,228,548,8
0,Hamilton,GREEN JJ,BHK,257,12,361,570,19
0,Hamilton,GREEN K,BHM,164,13,297,675,14
0,Hamilton,GREEN KK,BHN,151,6,234,651,19
0,Hamilton,GREEN L,BHP,250,8,332,742,8
0,Hamilton,GREEN LL,BHQ,110,11,208,596,6
0,Hamilton,GREEN M,BHS,88,3,166,486,11
0,Hamilton,GREEN MM,BHT,69,7,167,457,7
0,Hamilton,GREEN N,BHV,301,3,312,652,21
0,Hamilton,GREEN NN,BHW,116,3,156,422,13
0,Hamilton,GREEN O,BHY,296,6,442,549,10
0,Hamilton,GREEN OO,BHZ,108,4,105,391,14
0,Hamilton,GREEN P,BIB,171,12,231,656,12
0,Hamilton,GREEN PP,BIC,121,5,268,659,21
0,Hamilton,GREEN Q,BIE,153,5,270,761,11
0,Hamilton,GREEN QQ,BIF,160,14,234,744,18
0,Hamilton,GREEN R,BIH,116,2,137,465,10
0,Hamilton,GREEN S,BIJ,306,11,302,633,21
0,Hamilton,GREEN T,BIL,135,1,148,261,15
0,Hamilton,GREEN U,BIN,115,6,149,415,5
0,Hamilton,GREEN V,BIP,259,8,342,518,8
0,Hamilton,GREEN W,BIR,131,19,264,845,25
0,Hamilton,GREEN X,BIT,247,8,340,760,22
0,Hamilton,GREEN Y,BIV,129,6,246,524,13
0,Hamilton,GREEN Z,BIX,240,13,433,863,19
0,Hamilton,HARR TWP AA,BIZ,106,4,105,497,6
0,Hamilton,HARR TWP BB,BJA,227,7,193,857,17
0,Hamilton,HARR TWP CC,BJB,307,1,137,451,7
0,Hamilton,HARRISON A,BJE,471,9,207,690,22
0,Hamilton,HARRISON B,BJF,478,8,207,756,15
0,Hamilton,HARRISON C,BJG,444,7,246,770,14
0,Hamilton,HARRISON D,BJH,274,4,269,792,17
0,Hamilton,HARRISON E,BJI,254,7,221,966,14
0,Hamilton,HARRISON F,BJJ,151,6,340,911,17
0,Hamilton,LOCKLAND A,BJL,360,3,212,299,8
0,Hamilton,LOCKLAND B,BJM,573,5,467,296,9
0,Hamilton,MARIEMONT A,BJS,259,10,625,372,15
0,Hamilton,MARIEMONT B,BJT,217,20,769,432,21
0,Hamilton,MIAMI TWP H,BJX,77,3,100,296,9
0,Hamilton,NORTH BEND A,BJZ,152,4,113,500,7
0,Hamilton,ADDYSTON A,BKA,214,5,79,254,9
0,Hamilton,CLEVES A,BKB,334,1,131,383,11
0,Hamilton,CLEVES B,BKC,200,8,243,885,24
0,Hamilton,MIAMI TWP A,BKD,175,6,259,817,18
0,Hamilton,MIAMI TWP B,BKE,196,17,250,999,22
0,Hamilton,MIAMI TWP C,BKF,310,8,207,763,14
0,Hamilton,MIAMI TWP D,BKG,157,10,240,998,18
0,Hamilton,MIAMI TWP E,BKH,100,8,180,612,7
0,Hamilton,MIAMI TWP F,BKI,115,2,122,358,11
0,Hamilton,MIAMI TWP G,BKJ,168,4,193,616,22
0,Hamilton,NEWTOWN A,BKK,165,7,277,369,14
0,Hamilton,NEWTOWN B,BKL,298,10,379,528,16
0,Hamilton,SPRINGFIELD A,BKM,355,6,436,41,6
0,Hamilton,SPRINGFIELD AA,BKN,250,8,572,288,10
0,Hamilton,SPRINGFIELD B,BKO,154,4,354,178,9
0,Hamilton,SPRINGFIELD BB,BKP,94,5,258,305,9
0,Hamilton,SPRINGFIELD C,BKQ,278,6,698,294,10
0,Hamilton,SPRINGFIELD D,BKS,189,6,427,257,6
0,Hamilton,SPRINGFIELD E,BKU,148,5,306,104,7
0,Hamilton,SPRINGFIELD F,BKW,107,10,342,220,8
0,Hamilton,SPRINGFIELD G,BKY,360,11,762,464,26
0,Hamilton,SPRINGFIELD H,BLA,163,15,457,439,7
0,Hamilton,SPRINGFIELD I,BLC,142,3,197,140,3
0,Hamilton,SPRINGFIELD J,BLE,201,5,488,242,12
0,Hamilton,SPRINGFIELD K,BLG,287,5,481,101,7
0,Hamilton,SPRINGFIELD L,BLI,80,5,174,41,2
0,Hamilton,SPRINGFIELD M,BLK,304,8,519,339,8
0,Hamilton,SPRINGFIELD N,BLM,206,11,562,327,22
0,Hamilton,SPRINGFIELD O,BLO,250,6,379,50,5
0,Hamilton,SPRINGFIELD P,BLQ,229,4,503,142,7
0,Hamilton,SPRINGFIELD Q,BLS,402,7,637,268,15
0,Hamilton,SPRINGFIELD R,BLU,304,9,582,280,9
0,Hamilton,SPRINGFIELD S,BLW,240,8,630,332,12
0,Hamilton,SPRINGFIELD T,BLY,344,7,719,353,13
0,Hamilton,SPRINGFIELD U,BMA,206,5,658,397,17
0,Hamilton,SPRINGFIELD V,BMC,164,14,470,431,11
0,Hamilton,SPRINGFIELD W,BME,276,5,682,341,27
0,Hamilton,SPRINGFIELD X,BMG,163,6,400,160,7
0,Hamilton,SPRINGFIELD Y,BMI,287,4,474,170,7
0,Hamilton,SPRINGFIELD Z,BMJ,103,4,355,154,8
0,Hamilton,SYCAMORE A,BMK,37,0,87,6,2
0,Hamilton,SYCAMORE B,BMM,334,9,412,540,24
0,Hamilton,SYCAMORE C,BMO,393,10,474,586,17
0,Hamilton,SYCAMORE D,BMP,102,5,329,320,3
0,Hamilton,SYCAMORE E,BMQ,229,13,536,572,11
0,Hamilton,SYCAMORE F,BMR,147,9,368,329,8
0,Hamilton,SYCAMORE G,BMS,190,8,491,441,10
0,Hamilton,SYCAMORE H,BMT,211,11,399,282,15
0,Hamilton,SYCAMORE I,BMU,231,15,444,535,5
0,Hamilton,SYCAMORE J,BMV,207,4,417,238,10
0,Hamilton,SYCAMORE K,BMW,263,14,533,331,11
0,Hamilton,SYCAMORE L,BMX,280,2,368,580,15
0,Hamilton,SYCAMORE M,BMY,120,6,285,295,15
0,Hamilton,SYCAMORE N,BMZ,232,5,479,539,16
0,Hamilton,SYMMES A,BNM,46,3,133,108,4
0,Hamilton,SYMMES B,BNN,166,10,495,421,8
0,Hamilton,SYMMES C,BNO,215,9,531,572,18
0,Hamilton,SYMMES D,BNP,211,9,477,379,9
0,Hamilton,SYMMES E,BNQ,162,12,424,488,13
0,Hamilton,SYMMES F,BNR,346,17,585,462,23
