IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20101102_GEN_REGVOTED_ALL,USA_CA_20101102_GEN_REGVOTED_AFF_DEM,USA_CA_20101102_GEN_REGVOTED_AFF_REP,USA_CA_20101104_GEN_REGVOTED_AFF_OTH,USA_CA_20101104_GEN_REGVOTED_AFF_DCL,USA_CA_20101104_GEN_REGVOTED_SEX_MALE,USA_CA_20101104_GEN_REGVOTED_SEX_FEMALE,USA_CA_20101104_GEN_REGVOTED_NAT_HISP,USA_CA_20101104_GEN_REGVOTED_NAT_JEW,USA_CA_20101104_GEN_REGVOTED_NAT_ASI,USA_CA_20101104_GEN_REGVOTED_NAT_OTH,USA_CA_20101104_GEN_REGVOTED_AGE_1824,USA_CA_20101104_GEN_REGVOTED_AGE_2534,USA_CA_20101104_GEN_REGVOTED_AGE_3544,USA_CA_20101104_GEN_REGVOTED_AGE_4554,USA_CA_20101104_GEN_REGVOTED_AGE_5564,USA_CA_20101104_GEN_REGVOTED_AGE_65PL,USA_CA_20101104_GEN_REGVOTED_REG_CYC1_G08,USA_CA_20101104_GEN_REGVOTED_REG_CYC2_G06,USA_CA_20101104_GEN_REGVOTED_REG_CYC3_G04,USA_CA_20101104_GEN_REGVOTED_REG_CYC4_G02,USA_CA_20101104_GEN_REGVOTED_REG_CYC5_G00,USA_CA_20101104_GEN_REGVOTED_REG_CYC6_G98,USA_CA_20101104_GEN_REGVOTED_REG_CYC7_G96,USA_CA_20101104_GEN_REGVOTED_REG_CYC8_G94,USA_CA_20101104_GEN_REGVOTED_REG_CYCN_NON
0,_Alameda,_06001206700,_206700,490,329,15,35,111,238,252,29,46,40,375,54,114,82,60,79,101,133,108,40,54,21,23,7,20,84
0,_Alameda,_06001206800,_206800,547,351,17,51,128,308,239,28,53,69,397,100,163,62,54,76,92,220,113,46,39,19,19,18,7,66
0,_Alameda,_06001207000,_207000,488,367,14,24,83,232,256,12,69,34,373,25,73,94,103,88,105,103,93,46,50,14,25,16,18,123
0,_Alameda,_06001207100,_207100,412,327,14,19,52,179,233,11,54,33,314,25,21,64,79,119,104,49,69,42,41,16,20,11,21,143
0,_Alameda,_06001207200,_207200,464,346,22,36,60,221,243,17,40,45,362,29,69,84,93,100,89,110,83,33,46,17,27,18,15,115
0,_Alameda,_06001207300,_207300,424,301,8,45,70,198,226,18,34,26,346,36,83,79,82,79,65,104,84,52,39,28,18,9,8,82
0,_Alameda,_06001207500,_207500,388,267,10,36,75,187,201,21,35,32,300,38,79,45,68,61,97,106,93,39,33,13,12,4,19,69
0,_Alameda,_06001207600,_207600,406,235,24,46,101,237,169,24,15,72,295,172,108,38,27,42,19,212,104,24,19,14,5,5,2,21
0,_Alameda,_06001207700,_207700,489,302,28,57,102,276,213,45,32,56,356,136,105,60,48,73,67,193,107,52,30,16,18,15,13,45
0,_Alameda,_06001208000,_208000,378,242,8,40,88,186,192,13,45,40,280,40,92,67,66,57,56,104,79,32,26,14,19,13,19,72
0,_Alameda,_06001208010,_208010,715,468,33,69,145,334,381,35,54,66,560,49,138,115,139,145,129,149,156,86,67,32,41,29,36,119
0,_Alameda,_06001208100,_208100,417,300,13,38,66,189,228,19,41,26,331,36,82,74,77,93,55,76,88,47,41,17,26,18,18,86
0,_Alameda,_06001208110,_208110,430,311,13,38,68,206,224,22,39,41,328,36,99,64,72,84,75,111,89,32,45,23,13,11,7,99
0,_Alameda,_06001208200,_208200,449,320,13,41,75,208,241,10,43,27,369,35,87,81,83,97,66,95,104,37,55,19,14,19,18,88
0,_Alameda,_06001208210,_208210,498,360,11,49,78,237,261,19,36,32,411,54,121,82,82,103,56,141,113,58,53,13,13,12,15,80
0,_Alameda,_06001208300,_208300,554,401,9,59,85,248,306,32,42,20,460,37,88,102,100,112,115,119,121,52,56,17,36,22,17,114
0,_Alameda,_06001208310,_208310,385,281,9,38,57,184,201,28,22,19,316,36,72,86,80,66,45,103,105,25,31,16,15,13,11,66
0,_Alameda,_06001208400,_208400,496,357,10,46,83,232,264,34,43,21,398,36,123,102,78,87,70,138,123,70,36,14,19,13,5,78
0,_Alameda,_06001208500,_208500,370,259,8,36,67,181,189,21,22,21,306,40,65,52,65,77,71,102,71,41,31,10,14,14,13,74
0,_Alameda,_06001208510,_208510,671,465,21,56,129,321,350,43,49,43,536,62,140,94,127,119,129,160,149,80,77,29,21,18,22,115
0,_Alameda,_06001208600,_208600,283,193,5,34,51,131,152,12,31,15,225,25,63,53,55,52,35,69,62,29,28,17,15,6,11,46
0,_Alameda,_06001208610,_208610,631,464,13,55,99,297,334,33,46,25,527,42,149,106,109,119,106,178,154,49,59,20,19,20,25,107
0,_Alameda,_06001208700,_208700,514,360,7,55,92,247,267,54,31,28,401,49,155,91,82,76,61,151,134,44,55,16,22,16,12,64
0,_Alameda,_06001208710,_208710,238,168,8,17,45,120,118,20,19,16,183,12,57,45,62,40,22,47,72,32,27,9,10,3,2,36
0,_Alameda,_06001208800,_208800,426,275,16,54,81,200,226,31,21,26,348,37,125,97,73,56,38,161,114,44,31,15,13,8,6,34
0,_Alameda,_06001208810,_208810,462,343,12,35,72,204,258,39,20,14,389,24,83,107,77,72,99,95,130,39,54,24,18,10,15,77
0,_Alameda,_06001208900,_208900,456,323,19,40,74,206,250,24,20,11,401,21,83,91,98,77,86,108,89,39,68,12,26,16,17,81
0,_Alameda,_06001208910,_208910,440,350,6,26,58,198,242,32,29,18,361,21,75,84,76,87,97,106,101,46,44,22,18,21,8,74
0,_Alameda,_06001209000,_209000,516,389,9,41,77,231,285,25,41,22,428,21,69,108,131,89,98,83,110,44,60,19,34,21,20,125
0,_Alameda,_06001209010,_209010,543,413,18,45,67,251,292,38,23,22,460,31,87,110,109,88,118,108,133,55,50,25,20,24,17,111
0,_Alameda,_06001209100,_209100,466,355,8,28,75,209,257,25,42,19,380,19,68,113,94,95,77,94,85,33,53,27,27,17,20,110
0,_Alameda,_06001209110,_209110,459,363,10,35,51,207,252,28,38,23,370,30,49,75,90,115,100,77,86,54,54,17,36,11,14,110
0,_Alameda,_06001209200,_209200,624,452,19,50,103,268,356,48,56,36,484,43,99,101,86,104,191,191,121,66,66,28,29,10,17,96
0,_Alameda,_06001209300,_209300,739,495,18,83,143,355,384,64,59,67,549,50,188,144,116,152,89,174,170,77,86,28,30,17,39,118
0,_Alameda,_06001209310,_209310,827,625,20,47,135,375,452,41,61,80,645,45,122,144,145,207,164,163,149,84,67,26,34,28,35,241
0,_Alameda,_06001209400,_209400,729,559,17,41,112,322,407,28,61,79,561,38,92,128,146,179,146,124,128,70,82,36,29,31,38,191
0,_Alameda,_06001209410,_209410,491,374,16,43,58,207,284,21,46,37,387,19,58,92,110,120,92,92,92,45,44,21,30,18,16,133
0,_Alameda,_06001209510,_209510,718,513,24,47,134,321,397,35,70,47,566,37,82,155,155,172,117,131,131,82,82,34,35,30,22,171
0,_Alameda,_06001209600,_209600,542,384,25,41,92,243,299,91,25,34,392,30,69,117,127,107,92,141,113,43,56,23,22,18,24,102
0,_Alameda,_06001209610,_209610,367,270,11,31,55,185,182,23,27,15,302,10,57,68,71,96,65,90,78,31,49,13,23,14,8,61
0,_Alameda,_06001209700,_209700,512,350,18,51,93,229,283,84,30,20,378,30,96,100,82,127,77,117,113,39,64,20,39,13,23,84
0,_Alameda,_06001209710,_209710,502,368,22,29,83,234,268,78,20,33,371,34,101,99,96,118,54,108,120,52,66,13,25,15,20,83
0,_Alameda,_06001209800,_209800,452,319,5,31,97,214,238,63,34,25,330,33,96,92,95,84,52,122,113,39,46,22,16,20,19,55
0,_Alameda,_06001209900,_209900,447,310,16,38,83,245,202,36,30,23,358,36,92,86,67,99,67,144,100,51,38,12,18,14,18,52
0,_Alameda,_06001213100,_213100,793,507,92,37,157,401,392,17,96,46,634,38,52,80,153,250,220,129,129,76,81,46,54,47,34,197
0,_Alameda,_06001213300,_213300,913,551,162,29,171,417,496,21,85,91,716,19,106,118,152,228,290,162,178,103,104,45,57,60,71,133
0,_Alameda,_06001213400,_213400,497,314,67,28,88,250,247,22,44,26,405,13,31,97,124,154,78,94,88,48,59,22,35,14,20,117
0,_Alameda,_06001213500,_213500,871,553,142,36,140,451,420,44,74,111,642,37,38,160,239,216,181,127,162,64,98,55,63,57,52,193
0,_Alameda,_06001213600,_213600,593,386,63,33,111,309,284,22,56,36,479,15,40,121,164,151,102,80,119,61,72,29,32,20,30,150
0,_Alameda,_06001213700,_213700,579,408,65,21,85,291,288,22,42,32,483,18,55,115,127,154,110,65,115,57,68,35,34,18,23,164
0,_Alameda,_06001213800,_213800,722,490,99,17,116,351,371,15,63,64,580,33,42,123,184,181,159,98,131,66,74,58,54,32,30,179
0,_Alameda,_06001213900,_213900,520,357,83,12,68,242,278,7,51,24,438,25,20,112,125,130,108,64,80,40,49,34,23,30,26,174
0,_Alameda,_06001214100,_214100,590,383,89,29,89,278,312,27,45,27,491,10,45,104,130,134,167,80,81,46,61,34,49,43,18,178
0,_Alameda,_06001214200,_214200,860,545,139,43,133,411,449,25,85,55,695,39,97,164,166,183,211,138,160,81,89,36,60,45,31,220
0,_Alameda,_06001214300,_214300,486,318,72,18,78,241,245,9,44,26,407,18,22,92,96,147,111,55,91,37,76,16,40,10,35,126
0,_Alameda,_06001214400,_214400,537,370,65,25,77,262,275,21,63,35,418,19,58,93,85,150,132,84,102,43,44,30,19,20,31,164
0,_Alameda,_06001214500,_214500,490,369,32,19,70,237,253,14,50,20,406,9,44,104,92,117,124,83,69,55,47,24,30,20,19,143
0,_Alameda,_06001214600,_214600,743,530,44,37,132,378,365,32,96,33,582,27,154,140,110,148,164,168,162,80,67,33,27,22,27,157
0,_Alameda,_06001214800,_214800,818,580,44,48,146,380,438,50,64,56,648,27,160,204,155,147,125,156,169,86,86,31,31,41,32,186
0,_Alameda,_06001215100,_215100,924,685,19,70,150,420,504,34,101,58,731,40,213,224,143,150,154,230,210,103,95,39,42,27,31,147
0,_Alameda,_06001215120,_215120,651,485,14,44,108,309,342,31,71,42,507,22,152,174,105,106,92,146,157,58,84,29,24,15,16,122
0,_Alameda,_06001215200,_215200,463,344,12,41,66,201,262,22,29,19,393,22,124,101,75,75,66,99,117,52,46,10,23,21,15,80
0,_Alameda,_06001215300,_215300,551,386,29,28,108,257,294,21,71,32,427,31,95,131,109,91,94,119,121,48,50,19,28,26,15,125
0,_Alameda,_06001215500,_215500,597,444,20,35,98,264,333,24,66,41,466,24,107,141,117,124,84,135,120,66,67,20,27,19,16,127
0,_Alameda,_06001215600,_215600,741,508,34,62,137,354,387,29,86,38,588,30,189,169,141,126,86,188,171,73,80,30,32,28,29,110
0,_Alameda,_06001215610,_215610,429,283,10,41,95,202,227,25,23,23,358,34,146,109,58,50,32,139,121,31,55,16,17,9,7,34
0,_Alameda,_06001215700,_215700,561,363,21,42,135,238,323,30,41,33,457,25,177,124,99,74,62,146,129,59,63,31,29,16,15,73
0,_Alameda,_06001215800,_215800,728,461,28,67,172,319,409,46,36,48,598,43,309,137,109,74,56,234,229,69,59,28,24,14,7,64
0,_Alameda,_06001223000,_223000,441,324,24,19,74,206,235,20,31,26,364,23,127,55,72,69,95,116,114,58,43,14,21,13,9,53
0,_Alameda,_06001223010,_223010,631,428,28,51,124,281,350,37,58,46,490,18,139,121,100,136,117,158,130,73,68,24,32,15,23,108
0,_Alameda,_06001223200,_223200,409,293,24,20,72,184,225,13,34,23,339,7,85,90,63,84,80,84,118,39,46,18,19,13,12,60
0,_Alameda,_06001223300,_223300,627,433,32,50,112,271,356,38,44,45,500,24,135,161,104,116,87,155,132,75,65,29,38,18,22,93
0,_Alameda,_06001223400,_223400,471,346,33,24,68,167,304,26,35,35,375,11,66,66,38,47,243,129,105,69,56,22,23,7,12,48
0,_Alameda,_06001224000,_224000,726,511,65,30,120,339,387,30,65,52,579,19,67,164,158,182,136,102,121,60,91,38,53,32,32,197
0,_Alameda,_06001224200,_224200,1024,725,71,45,183,459,565,37,91,87,809,33,113,246,212,235,185,165,226,99,113,52,54,32,51,232
0,_Alameda,_06001224300,_224300,420,278,30,29,83,183,237,39,20,50,311,14,77,111,76,79,63,96,88,47,50,19,17,12,23,68
0,_Alameda,_06001224500,_224500,812,568,50,48,146,381,431,44,46,107,615,25,95,187,160,206,139,155,170,80,80,49,41,32,35,170
0,_Alameda,_06001224600,_224600,663,475,47,41,100,291,372,30,54,58,521,26,67,130,165,179,96,107,134,63,61,35,46,17,30,170
0,_Alameda,_06001224700,_224700,650,483,39,34,94,300,350,35,36,63,516,14,77,130,134,152,143,116,160,58,75,27,31,26,26,131
0,_Alameda,_06001224800,_224800,509,358,30,35,86,222,287,31,40,53,385,15,73,84,117,135,85,68,104,44,77,29,31,17,20,119
0,_Alameda,_06001225000,_225000,401,288,16,31,66,186,215,22,41,26,312,12,83,123,72,71,40,99,105,40,50,13,27,14,3,50
0,_Alameda,_06001225100,_225100,574,390,14,48,122,227,347,31,53,35,455,22,140,141,107,105,59,192,116,68,57,18,26,13,12,72
0,_Alameda,_06001225200,_225200,849,545,24,77,203,403,446,40,53,46,710,25,255,207,138,133,91,231,229,88,88,40,36,16,20,101
0,_Alameda,_06001225400,_225400,783,558,35,40,150,351,432,45,48,46,644,23,191,181,136,155,97,171,203,95,99,39,33,25,25,93
0,_Alameda,_06001225600,_225600,462,326,25,37,74,211,251,30,26,42,364,10,112,98,76,102,64,107,98,55,60,19,35,17,17,54
0,_Alameda,_06001225700,_225700,622,421,25,42,134,285,337,27,37,42,516,22,149,130,96,144,81,154,147,61,64,25,38,21,18,94
0,_Alameda,_06001225710,_225710,722,520,33,54,115,318,404,51,45,50,576,16,142,160,131,122,151,192,163,88,90,30,36,22,19,82
0,_Alameda,_06001225810,_225810,432,296,14,34,88,215,217,29,42,38,323,17,134,121,64,64,32,133,102,54,47,17,12,12,10,45
0,_Alameda,_06001225900,_225900,654,494,38,28,94,311,343,21,54,65,514,28,69,136,126,165,130,100,114,65,62,43,41,35,20,174
0,_Alameda,_06001225910,_225910,831,606,42,45,138,366,465,29,61,84,657,17,224,184,151,158,97,214,203,92,89,20,50,20,34,109
0,_Alameda,_06001226100,_226100,586,410,69,22,85,284,302,15,80,38,453,37,43,101,108,158,139,94,96,42,51,37,36,22,17,191
0,_Alameda,_06001226200,_226200,761,559,49,32,121,359,402,23,61,51,626,23,79,167,163,196,133,119,140,73,88,43,29,34,35,200
0,_Alameda,_06001226300,_226300,589,425,65,25,74,283,306,12,52,54,471,28,58,107,121,161,114,102,91,48,54,32,27,23,20,192
0,_Alameda,_06001226400,_226400,533,354,81,17,81,257,276,21,47,38,427,24,42,118,93,142,114,63,83,55,58,22,26,22,24,180
0,_Alameda,_06001244000,_244000,651,441,97,28,85,323,328,17,57,36,541,18,41,106,151,163,172,97,102,72,58,37,37,23,33,192
0,_Alameda,_06001244100,_244100,805,532,92,39,142,409,396,31,76,52,646,20,56,176,142,214,197,119,135,83,96,52,58,23,21,218
0,_Alameda,_06001244200,_244200,584,391,63,40,90,284,300,27,53,37,467,14,38,143,139,140,110,84,107,49,65,40,32,32,30,145
0,_Alameda,_06001244300,_244300,932,608,124,34,166,465,467,33,68,66,765,28,45,166,212,272,209,126,186,90,91,52,70,35,28,254
0,_Alameda,_06001244400,_244400,669,427,75,36,131,329,340,30,67,53,519,15,47,163,143,164,137,111,128,67,82,34,39,24,26,158
0,_Alameda,_06001244500,_244500,617,402,96,30,89,288,329,13,53,40,511,16,45,110,132,160,154,98,122,63,55,29,34,26,27,163
0,_Alameda,_06001244600,_244600,507,346,69,17,75,241,266,13,43,30,421,30,32,71,117,148,109,78,79,44,48,18,29,31,40,140
0,_Alameda,_06001244700,_244700,679,453,102,29,95,336,343,21,66,33,559,23,57,99,143,176,181,92,116,56,75,47,46,24,35,188
0,_Alameda,_06001244800,_244800,636,411,77,33,115,306,330,13,66,30,527,18,46,96,131,160,185,88,109,65,63,29,40,35,32,175
0,_Alameda,_06001244900,_244900,524,364,73,23,64,244,280,33,41,38,412,19,36,75,127,151,116,75,69,53,56,29,40,27,28,147
0,_Alameda,_06001245000,_245000,587,401,81,17,88,283,304,17,65,32,473,29,31,105,136,148,138,63,108,55,62,31,36,29,20,183
0,_Alameda,_06001245100,_245100,605,445,55,27,78,278,327,22,57,38,488,27,26,131,127,176,118,85,124,56,71,32,27,15,25,170
0,_Alameda,_06001245200,_245200,1040,662,188,40,150,506,534,34,108,71,827,38,80,178,197,258,289,145,182,100,111,55,54,45,39,309
0,_Alameda,_06001260100,_260100,640,381,62,54,143,329,311,53,32,83,472,46,156,89,125,116,108,151,160,56,60,23,31,16,21,122
0,_Alameda,_06001260300,_260300,421,280,26,25,90,204,217,35,20,58,308,25,135,102,71,50,38,141,119,28,49,8,16,9,9,42
0,_Alameda,_06001260400,_260400,481,304,43,33,101,228,253,33,43,59,346,33,72,100,108,98,70,95,115,47,54,20,31,21,12,86
0,_Alameda,_06001260610,_260610,459,286,52,16,105,230,229,24,22,96,317,14,56,73,89,87,140,79,94,44,80,24,27,18,10,83
0,_Alameda,_06001260800,_260800,498,341,42,34,81,233,265,42,40,69,347,30,54,96,120,105,93,107,100,54,64,18,36,14,13,92
0,_Alameda,_06001260900,_260900,641,473,48,27,93,288,353,37,47,76,481,44,45,126,155,162,109,106,125,55,75,26,31,27,20,176
0,_Alameda,_06001261000,_261000,639,476,45,32,86,308,331,31,40,57,511,28,50,130,149,161,121,87,115,63,84,16,43,31,34,166
0,_Alameda,_06001261300,_261300,560,396,30,40,94,262,298,37,47,58,418,28,63,105,133,133,98,102,111,79,68,27,29,15,18,111
0,_Alameda,_06001261400,_261400,473,328,25,33,87,218,255,46,25,53,349,24,64,90,112,112,71,97,107,43,54,10,26,22,27,87
0,_Alameda,_06001261600,_261600,619,435,37,49,98,286,333,31,49,56,483,23,70,143,140,134,109,104,137,60,71,35,35,21,26,130
0,_Alameda,_06001261700,_261700,507,372,33,21,81,224,283,32,36,49,390,33,51,70,120,141,92,76,93,56,42,31,30,17,26,136
0,_Alameda,_06001262000,_262000,689,536,21,26,106,307,382,21,82,53,533,32,53,127,161,193,123,99,119,59,82,34,38,28,29,201
0,_Alameda,_06001262100,_262100,580,432,39,31,78,281,299,16,65,46,453,42,45,81,127,164,121,85,98,59,45,28,29,33,36,167
0,_Alameda,_06001280100,_280100,1146,751,179,39,177,549,597,39,112,106,889,82,63,145,342,317,197,194,209,114,123,56,67,41,34,308
